index,BHK,sector,price,price_persqft,SuperArea,floor,Furnishing,facing,Car_Parking,Bathroom,Balcony,overlooking,city
0,3,Panathur,2.25,13966.0,1611.0,10+,Unfurnished,East,available,2,1,Garden/Park,Bangalore
1,3,Panathur,2.13,12909.0,1650.0,10+,Unfurnished,East,available,3,2,Garden/Park,Bangalore
2,3,Thanisandra,1.37,9648.0,1420.0,8,Unfurnished,North - East,available,2,1,"Garden/Park, Pool",Bangalore
3,3,Panathur,1.62,11000.0,1473.0,5,Unfurnished,North - East,available,2,1,"Garden/Park, Main Road",Bangalore
4,4,Whitefield,3.93,15023.0,2616.0,10+,Unfurnished,East,available,3,2,Garden/Park,Bangalore
5,3,Whitefield,2.1,12485.0,1682.0,10,Unfurnished,East,available,3,3,Garden/Park,Bangalore
6,3,others,1.6,10063.0,1590.0,2,Unfurnished,East,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
7,3,Sarjapur Road,1.92,9846.0,1950.0,10+,Unfurnished,East,available,3,3,"Garden/Park, Main Road, Pool",Bangalore
8,3,Sarjapura,1.6,10036.0,1594.0,10,Unfurnished,East,available,3,1,Garden/Park,Bangalore
9,3,others,1.6,9963.0,1606.0,10+,Semi-Furnished,North - East,available,3,3,Garden/Park,Bangalore
10,3,Whitefield,2.25,12584.0,1788.0,10,Semi-Furnished,East,available,3,3,"Garden/Park, Main Road, Pool",Bangalore
11,4,Whitefield,5.5,15524.0,3543.0,10+,Semi-Furnished,,available,4,4,"Garden/Park, Main Road, Pool",Bangalore
12,3,Panathur,2.03,12601.0,1611.0,10,Unfurnished,East,available,2,1,Garden/Park,Bangalore
13,3,others,2.11,13100.0,1611.0,10+,Unfurnished,North - East,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
14,2,Thanisandra Main Road,0.98,8305.0,1180.0,9,Unfurnished,East,not sure,2,2,"Garden/Park, Main Road, Pool",Bangalore
15,3,others,1.89,11595.0,1630.0,10+,Unfurnished,East,not sure,3,2,"Main Road, Pool",Bangalore
16,2,Gunjur,0.93,10109.0,920.0,3,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
17,3,others,2.1,12868.0,1632.0,7,Unfurnished,East,available,3,,Pool,Bangalore
18,3,Panathur,2.2,13656.0,1611.0,8,Unfurnished,East,available,2,1,Garden/Park,Bangalore
19,4,Gunjur,3.2,13716.0,2333.0,5,Unfurnished,East,available,4,2,"Garden/Park, Pool",Bangalore
20,3,Thanisandra Main Road,1.35,9507.0,1420.0,8,Unfurnished,North - East,available,2,3,"Garden/Park, Main Road, Pool",Bangalore
21,3,Gunjur,1.75,8974.0,1950.0,5,Unfurnished,East,available,3,2,Garden/Park,Bangalore
22,3,Panathur,2.15,13346.0,1611.0,10,Unfurnished,East,available,3,2,Garden/Park,Bangalore
23,2,Sarjapura,0.387,4000.0,968.0,,Unfurnished,,not sure,2,1,,Bangalore
24,4,Whitefield,2.99,13002.0,2300.0,,Unfurnished,,not sure,4,4,,Bangalore
25,3,Panathur,1.99,12061.0,1650.0,10,Furnished,East,available,2,1,,Bangalore
26,2,Chandapura,0.484,5500.0,880.0,5,Unfurnished,East,available,2,2,"Garden/Park, Main Road, Pool",Bangalore
27,2,Chandapura,0.542,5500.0,985.0,7,Unfurnished,North,available,2,2,"Garden/Park, Main Road, Pool",Bangalore
28,4,others,3.15,12050.0,2616.0,5,Unfurnished,,available,4,2,"Garden/Park, Pool",Bangalore
29,3,others,2.1,13125.0,1600.0,10+,Unfurnished,East,available,3,1,"Garden/Park, Main Road, Pool",Bangalore
30,3,others,2.3,14277.0,1611.0,9,Unfurnished,North - East,available,2,1,Garden/Park,Bangalore
31,3,Thanisandra,1.36,9510.0,1430.0,10,Unfurnished,East,available,3,2,Garden/Park,Bangalore
32,3,Chandapura,1.38,8338.0,1655.0,10+,Unfurnished,North,available,3,2,Garden/Park,Bangalore
33,3,Whitefield,2.48,13696.0,1811.0,5,Furnished,,available,3,3,"Garden/Park, Pool",Bangalore
34,3,Panathur,2.1,10966.0,1915.0,,Unfurnished,East,available,3,2,"Garden/Park, Pool",Bangalore
35,3,Thanisandra Main Road,1.38,9650.0,1430.0,8,Unfurnished,North,not sure,2,2,"Garden/Park, Main Road",Bangalore
36,3,Gunjur,1.55,10650.0,1455.0,10+,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
37,2,Sarjapur Road,1.36,10112.0,1345.0,10+,Unfurnished,East,available,2,1,Garden/Park,Bangalore
38,3,Panathur,2.35,14688.0,1600.0,8,Unfurnished,East,available,3,1,"Garden/Park, Main Road",Bangalore
39,4+,others,3.5,12069.0,2900.0,10+,Semi-Furnished,East,available,4+,4+,"Garden/Park, Pool",Bangalore
40,3,Sarjapur Road,1.6,10000.0,1600.0,4,Unfurnished,North - East,not sure,3,2,Main Road,Bangalore
41,3,others,1.8,12587.0,1434.0,10,Unfurnished,North,available,2,1,Garden/Park,Bangalore
42,3,others,2.2,13656.0,1611.0,10,Unfurnished,East,available,2,1,Garden/Park,Bangalore
43,3,Panathur,2.69,14047.0,1915.0,10+,Unfurnished,East,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
44,2,Thanisandra Main Road,1.67,9970.0,1675.0,7,Unfurnished,North - East,available,2,2,"Garden/Park, Main Road, Pool",Bangalore
45,3,Panathur,2.79,12669.0,2202.0,5,Unfurnished,North,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
46,3,Panathur,2.25,13966.0,1611.0,10+,Unfurnished,East,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
47,3,Whitefield,2.9,15934.0,1820.0,10+,Unfurnished,East,available,3,2,Garden/Park,Bangalore
48,2,Thanisandra,1.13,9496.0,1190.0,10+,Unfurnished,East,available,2,2,Garden/Park,Bangalore
49,2,others,1.21,10108.0,1197.0,10+,Unfurnished,East,available,2,2,"Garden/Park, Pool",Bangalore
50,3,Whitefield,1.97,11712.0,1682.0,7,Unfurnished,East,available,3,2,Main Road,Bangalore
51,3,others,2.0,12121.0,1650.0,10+,Semi-Furnished,East,available,3,3,"Garden/Park, Pool",Bangalore
52,3,others,2.15,13206.0,1628.0,7,Unfurnished,East,available,3,2,,Bangalore
53,2,Gunjur,1.29,9615.0,1342.0,5,Unfurnished,East,available,2,2,"Garden/Park, Pool",Bangalore
54,2,Gunjur,1.3,9659.0,1346.0,2,Unfurnished,East,available,2,2,"Garden/Park, Pool",Bangalore
55,3,Panathur,2.8,14286.0,1960.0,10+,Unfurnished,,not sure,3,3,,Bangalore
56,3,Thanisandra,1.41,8418.0,1675.0,10,Unfurnished,East,available,2,2,"Garden/Park, Main Road",Bangalore
57,3,Panathur,2.55,13316.0,1915.0,7,Unfurnished,East,available,3,3,"Garden/Park, Main Road, Pool",Bangalore
58,3,Gunjur,2.08,11200.0,1857.0,10+,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
59,3,Panathur,2.4,14898.0,1611.0,10+,Unfurnished,East,available,3,2,Garden/Park,Bangalore
60,2,Sarjapur Road,1.36,10500.0,1295.0,2,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
61,2,Sarjapur Road,1.32,10154.0,1300.0,8,Unfurnished,East,available,2,1,"Garden/Park, Pool",Bangalore
62,2,Sarjapur Road,1.36,10089.0,1348.0,2,Unfurnished,East,available,2,1,"Garden/Park, Pool",Bangalore
63,1,others,1.1,16641.0,661.0,10+,Unfurnished,,not sure,1,1,,Bangalore
64,3,Gunjur,1.6,9524.0,1680.0,5,Unfurnished,,not sure,3,2,,Bangalore
65,2,Gunjur,1.3,11008.0,1181.0,8,Unfurnished,,not sure,2,2,,Bangalore
66,3,Bagaluru,1.59,9300.0,1720.0,,Unfurnished,,not sure,3,2,,Bangalore
67,1,Sarjapur Road,0.932,13326.0,699.0,,Unfurnished,,not sure,1,1,,Bangalore
68,2,others,1.53,10514.0,1458.0,,Unfurnished,,not sure,2,1,,Bangalore
69,2,Thanisandra Main Road,1.12,9396.0,1192.0,,Unfurnished,,not sure,2,1,,Bangalore
70,3,others,2.39,18893.0,1265.0,,Unfurnished,,not sure,3,1,,Bangalore
71,3,Thanisandra Main Road,1.75,11090.0,1578.0,,Unfurnished,,not sure,3,2,,Bangalore
72,2,Whitefield,1.74,11821.0,1472.0,,Unfurnished,,not sure,2,2,,Bangalore
73,2,others,0.975,5013.0,1945.0,,Unfurnished,,not sure,2,1,,Bangalore
74,3,Thanisandra Main Road,1.69,10710.0,1578.0,,Unfurnished,,not sure,2,2,,Bangalore
75,3,Bagaluru,1.71,10240.0,1670.0,,Unfurnished,,not sure,3,2,,Bangalore
76,3,Whitefield,2.55,12964.0,1970.0,,Unfurnished,,not sure,3,3,,Bangalore
77,2,Thanisandra Main Road,1.13,10367.0,1090.0,,Unfurnished,,not sure,2,1,,Bangalore
78,3,Sarjapur Road,1.55,7123.0,2178.0,,Unfurnished,,available,3,,,Bangalore
79,2,Yelahanka,0.78,7895.0,988.0,,Unfurnished,,available,2,,,Bangalore
80,1,Thanisandra,0.774,10830.0,715.0,7,Unfurnished,,available,1,,,Bangalore
81,3,Outer Ring Road,1.54,8114.0,1898.0,,Unfurnished,,available,3,,,Bangalore
82,2,others,0.534,5000.0,1068.0,,Unfurnished,,available,2,,,Bangalore
83,2,Krishnarajapura,1.4,10666.0,1320.0,,Unfurnished,,available,2,,,Bangalore
84,2,Gunjur,1.35,10385.0,1300.0,9,Unfurnished,East,available,2,1,Main Road,Bangalore
85,3,Panathur,2.2,11488.0,1915.0,3,Unfurnished,,not sure,3,2,,Bangalore
86,3,Gunjur,1.6,9524.0,1680.0,1,Unfurnished,East,available,2,2,"Garden/Park, Main Road, Pool",Bangalore
87,2,Gunjur,1.26,9376.0,1344.0,5,Unfurnished,East,available,2,1,"Garden/Park, Pool",Bangalore
88,3,Jakkur,2.8,13896.0,2015.0,1,Unfurnished,East,available,3,4,Main Road,Bangalore
89,3,Whitefield,2.03,10598.0,1920.0,,Unfurnished,,not sure,2,,,Bangalore
90,2,Whitefield,1.06,7946.0,1334.0,2,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
91,2,Thanisandra Main Road,1.26,9452.0,1333.0,,Unfurnished,,available,2,,,Bangalore
92,3,Sarjapur Road,1.77,9500.0,1864.0,,Unfurnished,,not sure,3,,,Bangalore
93,2,others,1.2,10256.0,1170.0,10+,Semi-Furnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
94,2,others,1.14,9200.0,1240.0,,Unfurnished,,not sure,2,,,Bangalore
95,2,Whitefield,1.59,11368.0,1405.0,,Unfurnished,,available,2,,,Bangalore
96,1,Thanisandra,0.644,9000.0,715.0,,Unfurnished,,not sure,1,,,Bangalore
97,3,Gunjur,1.56,8575.0,1820.0,10+,Unfurnished,West,not sure,3,3,Main Road,Bangalore
98,3,others,1.3,10833.0,1200.0,1,Semi-Furnished,East,available,3,3,Main Road,Bangalore
99,2,others,0.84,5813.0,1445.0,3,Unfurnished,North,available,2,2,"Garden/Park, Main Road",Bangalore
100,2,others,0.887,8730.0,1016.0,1,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
101,2,others,0.778,6593.0,1180.0,4,Semi-Furnished,East,available,2,3,"Garden/Park, Pool",Bangalore
102,2,others,0.43,6073.0,708.0,,Unfurnished,,available,2,,,Bangalore
103,1,Sarjapura,0.42,8400.0,500.0,2,Semi-Furnished,East,available,1,1,Pool,Bangalore
104,3,others,2.24,10500.0,2135.0,3,Unfurnished,East,available,3,3,"Garden/Park, Pool",Bangalore
105,3,others,1.45,8923.0,1625.0,3,Semi-Furnished,East,available,3,1,Garden/Park,Bangalore
106,3,others,0.99,6828.0,1450.0,10+,Unfurnished,East,available,3,1,"Garden/Park, Main Road, Pool",Bangalore
107,3,others,1.73,9551.0,1815.0,,Unfurnished,,not sure,3,,,Bangalore
108,3,others,1.06,7200.0,1480.0,,Unfurnished,,not sure,3,,,Bangalore
109,2,others,0.723,6200.0,1166.0,,Unfurnished,,available,2,,,Bangalore
110,3,Jakkur,1.26,8485.0,1485.0,,Unfurnished,,not sure,3,,,Bangalore
111,2,others,1.07,10000.0,1075.0,5,Unfurnished,,not sure,2,,,Bangalore
112,2,Sarjapura,0.821,6900.0,1190.0,2,Unfurnished,East,available,2,2,Main Road,Bangalore
113,3,JP Nagar,2.2,11914.0,1850.0,,Semi-Furnished,,available,3,,,Bangalore
114,2,others,0.825,6634.0,1244.0,8,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
115,3,JP Nagar,1.15,8745.0,1315.0,3,Unfurnished,East,available,2,1,Main Road,Bangalore
116,4,Jakkur,2.85,10182.0,2799.0,3,Unfurnished,East,available,4,3,"Garden/Park, Pool",Bangalore
117,3,Panathur,1.46,9200.0,1587.0,10,Unfurnished,East,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
118,2,Yelahanka,0.73,6848.0,1066.0,9,Unfurnished,East,available,2,1,"Garden/Park, Pool",Bangalore
119,3,Panathur,2.58,16005.0,1612.0,,Unfurnished,,available,3,,,Bangalore
120,3,others,1.84,10601.0,1736.0,10,Unfurnished,East,available,3,3,"Garden/Park, Main Road, Pool",Bangalore
121,3,Panathur,2.7,10843.0,2490.0,,Unfurnished,,available,3,,,Bangalore
122,3,Gunjur,1.6,9524.0,1680.0,7,Unfurnished,East,available,2,2,"Garden/Park, Main Road, Pool",Bangalore
123,3,Whitefield,2.75,14016.0,1962.0,5,Unfurnished,East,available,3,3,Garden/Park,Bangalore
124,2,Gunjur,1.31,10500.0,1248.0,5,Unfurnished,North,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
125,3,others,0.496,4000.0,1240.0,3,Unfurnished,East,available,2,1,Garden/Park,Bangalore
126,3,Sarjapur Road,1.53,9527.0,1606.0,10+,Semi-Furnished,East,available,3,1,"Garden/Park, Main Road, Pool",Bangalore
127,3,others,1.09,7962.0,1369.0,9,Unfurnished,North,available,2,1,Garden/Park,Bangalore
128,2,others,1.1,11000.0,1000.0,9,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road, Pool",Bangalore
129,3,Thanisandra,1.21,8996.0,1345.0,10,Unfurnished,East,available,3,3,"Garden/Park, Main Road, Pool",Bangalore
130,3,others,1.68,6800.0,2471.0,2,Unfurnished,East,available,3,1,"Garden/Park, Main Road, Pool",Bangalore
131,3,Panathur,1.84,11500.0,1600.0,7,Unfurnished,East,available,3,3,,Bangalore
132,3,others,1.52,7847.0,1937.0,10,Unfurnished,East,available,3,2,"Garden/Park, Main Road",Bangalore
133,3,others,1.19,9500.0,1254.0,10+,Unfurnished,North,available,3,3,Main Road,Bangalore
134,3,others,1.11,8665.0,1281.0,6,Unfurnished,East,available,2,1,"Garden/Park, Pool",Bangalore
135,4,Sarjapura,2.92,8400.0,3485.0,2,Unfurnished,East,available,4,3,Main Road,Bangalore
136,4,others,6.5,30093.0,2160.0,10+,Unfurnished,East,available,4,4,Main Road,Bangalore
137,3,JP Nagar,1.2,10118.0,1186.0,6,Unfurnished,North,not sure,2,1,"Garden/Park, Main Road, Pool",Bangalore
138,3,Whitefield,2.45,12800.0,1915.0,4,Furnished,East,available,2,3,"Garden/Park, Main Road",Bangalore
139,4,others,3.45,13906.0,2481.0,7,Unfurnished,East,available,4+,2,Garden/Park,Bangalore
140,3,Whitefield,2.54,14000.0,1818.0,4,Unfurnished,East,available,3,,"Garden/Park, Main Road, Pool",Bangalore
141,4,Whitefield,3.29,12576.0,2616.0,10+,Unfurnished,East,available,4,2,"Garden/Park, Pool",Bangalore
142,1,Panathur,0.815,12352.0,660.0,6,Unfurnished,North - East,available,1,1,"Garden/Park, Main Road, Pool",Bangalore
143,3,Gunjur,1.74,10875.0,1600.0,8,Unfurnished,East,available,3,2,Main Road,Bangalore
144,3,others,2.0,13966.0,1432.0,10+,Unfurnished,East,available,2,2,"Garden/Park, Main Road, Pool",Bangalore
145,4,Whitefield,3.3,12615.0,2616.0,10+,Unfurnished,North - West,available,4+,2,Main Road,Bangalore
146,3,Panathur,2.3,14277.0,1611.0,10+,Unfurnished,East,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
147,3,Gunjur,1.57,10495.0,1496.0,10+,Semi-Furnished,East,available,2,2,"Garden/Park, Main Road, Pool",Bangalore
148,3,others,1.69,11785.0,1434.0,10+,Unfurnished,East,available,3,1,"Garden/Park, Main Road, Pool",Bangalore
149,3,Sarjapur Road,1.52,9560.0,1590.0,6,Semi-Furnished,East,available,3,1,"Garden/Park, Main Road, Pool",Bangalore
150,3,Panathur,2.3,13939.0,1650.0,5,Semi-Furnished,East,available,3,1,"Garden/Park, Pool",Bangalore
151,2,others,1.12,9492.0,1180.0,10,Unfurnished,North,available,2,2,Garden/Park,Bangalore
152,3,Panathur,2.58,13473.0,1915.0,10,Unfurnished,North,available,3,1,"Garden/Park, Pool",Bangalore
153,3,others,2.7,14099.0,1915.0,10+,Unfurnished,North,available,3,3,"Garden/Park, Main Road, Pool",Bangalore
154,4,Whitefield,5.74,16201.0,3543.0,10+,Unfurnished,East,available,4+,4,"Garden/Park, Pool",Bangalore
155,2,Yelahanka,0.71,7709.0,921.0,7,Unfurnished,East,available,2,1,Garden/Park,Bangalore
156,2,Thanisandra Main Road,1.1,9167.0,1200.0,10,Semi-Furnished,East,available,2,1,"Garden/Park, Pool",Bangalore
157,2,Gunjur,1.28,9517.0,1345.0,6,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
158,1,Thanisandra Main Road,0.873,9000.0,970.0,4,Unfurnished,East,available,1,1,"Garden/Park, Main Road",Bangalore
159,3,Gunjur,1.8,9045.0,1990.0,10+,Unfurnished,North,available,3,1,"Garden/Park, Main Road, Pool",Bangalore
160,3,others,2.15,15109.0,1423.0,10,Unfurnished,West,available,3,1,"Garden/Park, Main Road",Bangalore
161,3,Panathur,2.5,13055.0,1915.0,6,Unfurnished,East,available,3,1,Garden/Park,Bangalore
162,3,Whitefield,2.5,13751.0,1818.0,10,Semi-Furnished,East,available,3,1,Garden/Park,Bangalore
163,3,Sarjapur Road,1.45,6817.0,2127.0,6,Unfurnished,West,available,3,3,Garden/Park,Bangalore
164,3,others,2.8,13896.0,2015.0,10,Semi-Furnished,East,available,3,2,Main Road,Bangalore
165,2,others,0.83,8655.0,959.0,3,Unfurnished,East,not sure,2,1,,Bangalore
166,3,others,1.75,10011.0,1748.0,8,Unfurnished,North - East,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
167,3,others,1.23,8589.0,1432.0,8,Unfurnished,West,available,3,1,,Bangalore
168,2,others,1.0,9662.0,1035.0,1,Unfurnished,East,available,2,1,Garden/Park,Bangalore
169,4,others,2.2,7852.0,2802.0,10,Unfurnished,East,available,4,2,,Bangalore
170,4,Thanisandra,1.89,10000.0,1890.0,6,Unfurnished,East,available,4,4,"Garden/Park, Pool",Bangalore
171,4,Jakkur,2.62,9360.0,2799.0,6,Unfurnished,East,available,4,2,Main Road,Bangalore
172,4,Sarjapura,2.27,7257.0,3128.0,5,Unfurnished,North,available,4,4,Garden/Park,Bangalore
173,3,others,1.14,8899.0,1281.0,8,Unfurnished,North,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
174,4,others,8.13,23248.0,3497.0,3,Unfurnished,East,available,3,2,"Garden/Park, Main Road",Bangalore
175,3,others,5.5,28917.0,1902.0,10+,Unfurnished,East,available,3,1,Garden/Park,Bangalore
176,3,Yelahanka,1.22,7726.0,1579.0,4,Unfurnished,East,available,3,1,"Garden/Park, Pool",Bangalore
177,4,Whitefield,3.1,13901.0,2230.0,10+,Semi-Furnished,East,available,4,2,Garden/Park,Bangalore
178,2,Sarjapura,0.406,4000.0,1014.0,3,Unfurnished,East,available,2,2,Garden/Park,Bangalore
179,1,others,0.73,12026.0,607.0,10+,Semi-Furnished,East,available,1,1,"Garden/Park, Main Road, Pool",Bangalore
180,3,Hennur Main Road,1.8,9479.0,1899.0,,Unfurnished,,not sure,3,,,Bangalore
181,2,Gunjur,1.36,10462.0,1300.0,8,Unfurnished,East,available,2,1,Main Road,Bangalore
182,2,Gunjur,1.3,9630.0,1350.0,1,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
183,2,Gunjur,1.26,9363.0,1346.0,4,Unfurnished,East,available,2,1,"Garden/Park, Pool",Bangalore
184,2,Gunjur,1.26,9367.0,1345.0,2,Unfurnished,East,available,2,2,"Garden/Park, Pool",Bangalore
185,2,Gunjur,1.3,9630.0,1350.0,1,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
186,3,Hebbal,2.3,13982.0,1645.0,2,Semi-Furnished,East,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
187,3,Hebbal,2.8,11667.0,2400.0,10+,Semi-Furnished,East,available,4,1,"Garden/Park, Main Road",Bangalore
188,3,others,0.5720000000000001,4145.0,1380.0,2,Unfurnished,East,available,2,,Main Road,Bangalore
189,3,others,1.9,9500.0,2000.0,3,Semi-Furnished,North - East,available,3,3,,Bangalore
190,2,others,0.726,5700.0,1274.0,1,Unfurnished,East,not sure,2,2,"Garden/Park, Main Road, Pool",Bangalore
191,3,Panathur,2.3,14277.0,1611.0,10+,Unfurnished,East,available,2,1,Garden/Park,Bangalore
192,3,others,1.2,9084.0,1321.0,3,Unfurnished,North,available,2,1,"Garden/Park, Main Road, Pool",Bangalore
193,2,others,1.5,11765.0,1275.0,7,Unfurnished,East,not sure,2,2,"Garden/Park, Main Road",Bangalore
194,3,Hebbal,3.0,18237.0,1645.0,9,Semi-Furnished,East,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
195,3,others,1.64,9950.0,1648.0,9,Unfurnished,,not sure,3,2,,Bangalore
196,3,Hebbal,2.3,11587.0,1985.0,8,Unfurnished,,not sure,3,2,Main Road,Bangalore
197,3,Whitefield,4.5,16346.0,2753.0,10+,Unfurnished,East,available,4,1,,Bangalore
198,2,others,1.0,8453.0,1183.0,8,Semi-Furnished,East,available,2,1,Garden/Park,Bangalore
199,4+,others,7.5,17751.0,4225.0,10+,Furnished,East,available,4+,3,"Garden/Park, Pool",Bangalore
200,4+,others,6.3,26250.0,2400.0,1,Semi-Furnished,North - East,available,4+,4,Main Road,Bangalore
201,2,others,0.35,4944.0,708.0,10,Unfurnished,North,available,2,1,,Bangalore
202,2,others,0.73,9481.0,770.0,10,Semi-Furnished,East,available,2,1,Main Road,Bangalore
203,3,others,1.83,9304.0,1967.0,10+,Unfurnished,East,available,3,3,Garden/Park,Bangalore
204,3,others,1.6,8565.0,1868.0,10+,Unfurnished,North - East,available,3,2,Garden/Park,Bangalore
205,4,others,8.55,15055.0,5679.0,3,Unfurnished,East,available,4,3,Garden/Park,Bangalore
206,2,others,1.19,10000.0,1198.0,10+,Unfurnished,East,available,2,1,Main Road,Bangalore
207,2,others,0.5379999999999999,4674.0,1151.0,3,Unfurnished,East,not sure,2,2,"Garden/Park, Main Road, Pool",Bangalore
208,4,Whitefield,5.07,12366.0,4100.0,10+,Unfurnished,East,available,3,,"Garden/Park, Main Road, Pool",Bangalore
209,2,others,0.49,4272.0,1147.0,2,Unfurnished,North,not sure,2,1,Main Road,Bangalore
210,3,Whitefield,1.12,8302.0,1349.0,6,Unfurnished,East,not sure,2,2,"Garden/Park, Main Road, Pool",Bangalore
211,2,JP Nagar,0.809,7333.0,1103.0,1,Unfurnished,East,available,2,2,Main Road,Bangalore
212,3,Outer Ring Road,2.34,14060.0,1664.0,5,Unfurnished,East,available,3,2,,Bangalore
213,3,Sarjapura,2.0,13755.0,1454.0,10+,Semi-Furnished,East,available,2,2,"Garden/Park, Main Road, Pool",Bangalore
214,3,others,3.5,16667.0,2100.0,2,Unfurnished,East,not sure,3,4,Main Road,Bangalore
215,4,JP Nagar,4.5,12694.0,3545.0,10+,Unfurnished,East,not sure,4+,3,"Garden/Park, Main Road, Pool",Bangalore
216,2,others,0.92,8949.0,1028.0,6,Unfurnished,East,not sure,2,1,Garden/Park,Bangalore
217,2,others,0.68,5913.0,1150.0,1,Unfurnished,East,available,2,2,Main Road,Bangalore
218,2,others,0.52,4160.0,1250.0,2,Unfurnished,North,not sure,2,2,"Garden/Park, Main Road",Bangalore
219,3,others,2.65,11497.0,2305.0,10+,Semi-Furnished,North,available,3,1,Garden/Park,Bangalore
220,3,others,1.4,7568.0,1850.0,1,Unfurnished,East,not sure,3,2,Main Road,Bangalore
221,3,Hennur Main Road,1.65,9483.0,1740.0,10+,Semi-Furnished,West,not sure,3,1,"Garden/Park, Main Road, Pool",Bangalore
222,3,others,1.3,8916.0,1458.0,7,Unfurnished,East,not sure,2,1,Garden/Park,Bangalore
223,2,Whitefield,1.19,9599.0,1240.0,3,Unfurnished,East,available,2,1,Main Road,Bangalore
224,3,others,1.36,8521.0,1596.0,9,Unfurnished,East,available,3,3,"Garden/Park, Main Road, Pool",Bangalore
225,3,Jayanagar,2.4,11429.0,2100.0,1,Unfurnished,East,available,3,2,Main Road,Bangalore
226,2,others,0.74,7327.0,1010.0,5,Unfurnished,North,available,2,1,Garden/Park,Bangalore
227,2,Yelahanka,0.531,4799.0,1106.0,10+,Semi-Furnished,North,available,2,1,,Bangalore
228,3,Whitefield,6.0,14634.0,4100.0,10+,Semi-Furnished,East,available,4,1,Garden/Park,Bangalore
229,3,Whitefield,4.79,17399.0,2753.0,10+,Unfurnished,East,available,3,1,Garden/Park,Bangalore
230,3,others,2.8,12727.0,2200.0,2,Unfurnished,East,available,3,1,Garden/Park,Bangalore
231,3,others,1.7,8763.0,1940.0,,Unfurnished,East,available,4,2,"Garden/Park, Main Road",Bangalore
232,3,others,4.75,18686.0,2542.0,9,Unfurnished,East,available,4,2,"Garden/Park, Main Road, Pool",Bangalore
233,3,others,1.91,12700.0,1504.0,4,Unfurnished,North,available,3,2,Garden/Park,Bangalore
234,4,others,1.94,9525.0,2037.0,10+,Unfurnished,North,available,3,3,Garden/Park,Bangalore
235,3,Outer Ring Road,0.77,5923.0,1300.0,1,Unfurnished,East,not sure,2,2,Main Road,Bangalore
236,3,Whitefield,2.84,13225.0,2147.0,5,Unfurnished,North,available,3,2,,Bangalore
237,3,Hennur Main Road,3.6,13699.0,2628.0,10,Unfurnished,East,available,3,2,Garden/Park,Bangalore
238,2,others,1.55,10877.0,1425.0,10+,Unfurnished,East,available,2,1,"Garden/Park, Main Road",Bangalore
239,3,Whitefield,0.989,7200.0,1374.0,3,Unfurnished,East,available,2,1,Garden/Park,Bangalore
240,4,others,2.5,10417.0,2400.0,10,Unfurnished,East,available,4,2,Garden/Park,Bangalore
241,2,Sarjapur Road,0.757,5711.0,1326.0,2,Unfurnished,East,available,2,2,Garden/Park,Bangalore
242,3,others,6.2,28837.0,2150.0,6,Unfurnished,North,available,3,3,"Garden/Park, Main Road, Pool",Bangalore
243,3,others,2.05,10518.0,1949.0,10+,Unfurnished,East,available,3,2,"Garden/Park, Main Road, Pool",Bangalore
244,2,others,1.18,10433.0,1131.0,10,Unfurnished,East,available,2,1,Garden/Park,Bangalore
245,3,others,2.85,15798.0,1804.0,10+,Unfurnished,East,available,3,2,"Garden/Park, Main Road",Bangalore
246,4,others,4.42,13895.0,3181.0,10+,Semi-Furnished,North,available,4,1,Garden/Park,Bangalore
247,2,others,0.593,5300.0,1119.0,2,Unfurnished,East,not sure,2,2,Main Road,Bangalore
248,4,others,8.0,18661.0,4287.0,3,Unfurnished,East,available,4+,3,,Bangalore
249,3,others,2.26,9091.0,2486.0,5,Semi-Furnished,North,not sure,3,3,"Garden/Park, Main Road, Pool",Bangalore
250,3,Thanisandra,2.9,17211.0,1685.0,10+,Unfurnished,East,available,3,,"Garden/Park, Main Road",Bangalore
